time,N_sat,L1,L2,P1,P2,C1
21.383,G07,108352674.671,84430667.755,0,20618817.899,20618819.334
21.383,G09,118394221.175,92255266.999,0,22529666.385,22529664.299
21.383,G13,125088518.492,97471583.934,0,23803551.637,23803551.878
21.383,G20,126578514.449,98632593.882,0,24087089.542,24087089.966
21.383,G27,128112387.658,99827831.315,0,24378978.189,24378976.993
21.383,G28,124181168.990,96764553.392,0,23630890.122,23630890.282
21.383,G30,107831270.344,84024384.170,0,20519603.351,20519602.095
21.392,G05,112361386.952,87554339.246,0,21381654.914,21381655.919
21.392,G07,108380396.764,84452269.381,0,20624093.214,20624094.649
21.392,G09,118485113.277,92326092.005,0,22546962.522,22546960.521
21.392,G13,124987132.993,97392582.309,0,23784258.481,23784258.776
21.392,G20,126481483.752,98556985.587,0,24068625.621,24068625.941
21.392,G27,128076327.898,99799732.889,0,24372115.396,24372113.835
21.392,G28,124078997.095,96684938.975,0,23611447.644,23611447.575
21.392,G30,107792295.033,83994013.798,0,20512186.550,20512185.412
21.400,G05,112329843.233,87529759.736,0,21375652.438,21375653.331
21.400,G07,108408550.229,84474207.151,0,20629450.634,20629452.028
21.400,G09,118576226.594,92397089.388,0,22564300.770,22564298.916
21.400,G13,124885851.582,97313661.781,0,23764985.488,23764985.445
21.400,G20,126384736.779,98481598.340,0,24050214.713,24050215.623
21.400,G27,128040810.329,99772056.754,0,24365355.777,24365355.215
21.400,G28,123976994.647,96605456.535,0,23592037.006,23592037.303
21.400,G30,107753788.786,83964008.942,0,20504859.104,20504857.940
21.408,G05,112298871.509,87505625.925,0,21369758.654,21369759.585
21.408,G07,108437132.101,84496478.741,0,20634889.546,20634890.936
21.408,G09,118667558.245,92468256.897,0,22581680.846,22581678.715
21.408,G13,124784673.848,97234822.067,0,23745731.872,23745731.981
21.408,G20,126288274.438,98406432.946,0,24031858.640,24031859.330
21.408,G27,128005834.881,99744803.183,0,24358701.299,24358700.453
21.408,G28,123875162.388,96526106.772,0,23572658.869,23572659.013
21.408,G30,107715750.393,83934368.636,0,20497620.646,20497619.493
21.417,G05,112268477.703,87481942.447,0,21363974.998,21363975.818
21.417,G07,108466145.543,84519086.611,0,20640410.626,20640411.992
21.417,G09,118759111.434,92539597.003,0,22599102.753,22599100.541
21.417,G13,124683605.044,97156067.208,0,23726498.910,23726498.959
21.417,G20,126192103.863,98331494.905,0,24013558.234,24013558.554
21.417,G27,127971407.595,99717976.734,0,24352150.540,24352148.849
21.417,G28,123773507.859,96446895.451,0,23553314.724,23553314.811
21.417,G30,107678184.703,83905096.668,0,20490472.033,20490470.997
21.425,G05,112238659.913,87458707.799,0,21358300.860,21358301.711
21.425,G07,108495586.867,84542027.911,0,20646013.095,20646014.442
21.425,G09,118850881.660,92611106.259,0,22616565.998,22616563.876
21.425,G13,124582643.298,97077395.777,0,23707286.642,23707286.715
21.425,G20,126096224.465,98256783.690,0,23995312.374,23995313.549
21.425,G27,127937526.863,99691576.248,0,24345703.394,24345700.312
21.425,G28,123672029.899,96367821.696,0,23534003.984,23534004.066
21.425,G30,107641088.969,83876190.906,0,20483412.973,20483411.944
21.433,G05,112209417.177,87435921.253,0,21352736.061,21352736.961
21.433,G07,108525452.089,84565299.516,0,20651696.122,20651697.593
21.433,G09,118942865.413,92682781.870,0,22634069.830,22634067.826
21.433,G13,124481787.653,96998806.998,0,23688094.330,23688094.731
21.433,G20,126000636.342,98182299.470,0,23977122.483,23977123.769
21.433,G27,127904192.121,99665601.056,0,24339358.621,24339357.962
21.433,G28,123570728.834,96288885.835,0,23514727.345,23514727.293
21.433,G30,107604461.290,83847649.846,0,20476442.993,20476441.904
21.442,G05,112180757.735,87413589.210,0,21347282.356,21347283.245
21.442,G07,108555747.573,84588906.387,0,20657461.069,20657462.650
21.442,G09,119035068.810,92754628.662,0,22651615.642,22651613.787
21.442,G13,124381046.843,96920307.721,0,23668923.737,23668924.494
21.442,G20,125905349.541,98108050.055,0,23958989.834,23958990.925
21.442,G27,127871412.175,99640058.180,0,24333120.950,24333120.978
21.442,G28,123469614.871,96210095.760,0,23495485.989,23495485.916
21.442,G30,107568309.405,83819479.540,0,20469563.479,20469562.406
21.450,G05,112152678.867,87391709.581,0,21341939.058,21341939.996
21.450,G07,108586468.058,84612844.428,0,20663307.067,20663308.606
21.450,G09,119127486.830,92826642.687,0,22669202.195,22669200.477
21.450,G13,124280418.404,96841896.011,0,23649774.507,23649775.360
21.450,G20,125810362.882,98034034.527,0,23940914.487,23940915.535
21.450,G27,127839184.702,99614945.908,0,24326989.147,24326986.991
21.450,G28,123368686.726,96131450.509,0,23476280.138,23476279.905
21.450,G30,107532629.934,83791677.350,0,20462773.869,20462772.828
21.458,G05,112125177.877,87370280.241,0,21336705.718,21336706.660
21.458,G07,108617608.646,84637109.817,0,20669232.915,20669234.528
21.458,G09,119220114.544,92898820.107,0,22686828.734,22686826.992
21.458,G13,124179900.001,96763569.982,0,23630646.437,23630647.576
21.458,G20,125715675.118,97960251.889,0,23922896.410,23922896.910
21.458,G27,127807507.536,99590262.476,0,24320961.681,24320959.182
21.458,G28,123267943.337,96052949.224,0,23457109.276,23457109.206
21.458,G30,107497419.530,83764240.664,0,20456073.505,20456072.481
21.467,G05,112098260.211,87349305.442,0,21331583.420,21331584.345
21.467,G07,108649172.428,84661704.974,0,20675239.342,20675241.023
21.467,G09,119312954.316,92971162.792,0,22704495.480,22704493.908
21.467,G13,124079496.197,96685333.293,0,23611540.285,23611541.462
21.467,G20,125621292.545,97886707.088,0,23904935.865,23904936.480
21.467,G27,127776386.037,99566011.898,0,24315038.855,24315038.034
21.467,G28,123167390.673,95974596.542,0,23437974.484,23437974.641
21.467,G30,107462682.261,83737172.671,0,20449463.194,20449462.193
21.475,G05,112071926.292,87328785.506,0,21326572.219,21326573.215
21.475,G07,108681158.146,84686628.907,0,20681326.097,20681327.798
21.475,G09,119406004.900,93043669.725,0,22722202.406,22722200.905
21.475,G13,123979208.441,96607187.033,0,23592455.926,23592457.248
21.475,G20,125527217.471,97813401.828,0,23887034.087,23887035.082
21.475,G27,127745821.420,99542195.290,0,24309222.130,24309221.822
21.475,G28,123067031.274,95896394.456,0,23418876.698,23418876.704
21.475,G30,107428418.413,83710473.571,0,20442943.146,20442942.017
21.483,G05,112046181.272,87308724.458,0,21321673.076,21321674.124
21.483,G07,108713568.186,84711883.480,0,20687493.507,20687495.301
21.483,G09,119499269.213,93116343.183,0,22739950.205,22739948.597
21.483,G13,123879041.960,96529135.269,0,23573395.063,23573396.129
21.483,G20,125433456.454,97740341.350,0,23869191.728,23869192.656
21.483,G27,127715819.417,99518817.127,0,24303513.433,24303511.673
21.483,G28,122966871.967,95818348.270,0,23399817.045,23399816.944
21.483,G30,107394632.495,83684146.875,0,20436513.951,20436512.735
21.492,G05,112021019.246,87289117.691,0,21316884.903,21316885.920
21.492,G07,108746394.462,84737462.399,0,20693740.109,20693741.969
21.492,G09,119592738.908,93189176.701,0,22757736.948,22757735.479
21.492,G13,123778991.206,96451173.682,0,23554356.192,23554357.014
21.492,G20,125340005.646,97667522.566,0,23851408.698,23851409.321
21.492,G27,127686374.451,99495872.989,0,24297910.743,24297908.887
21.492,G28,122866908.636,95740454.739,0,23380794.573,23380794.757
21.492,G30,107361317.796,83658187.374,0,20430174.368,20430173.147
21.500,G05,111996444.264,87269968.358,0,21312208.402,21312209.409
21.500,G07,108779638.991,84763367.224,0,20700066.279,20700068.228
21.500,G09,119686415.836,93262171.699,0,22775562.965,22775561.582
21.500,G13,123679060.267,96373305.445,0,23535339.920,23535340.593
21.500,G20,125246870.463,97594949.746,0,23833685.766,23833686.577
21.500,G27,127657490.896,99473366.345,0,24292414.078,24292413.041
21.500,G28,122767146.197,95662717.782,0,23361810.414,23361810.572
21.500,G30,107328477.673,83632597.672,0,20423925.086,20423923.885
21.508,G05,111972457.657,87251277.491,0,21307643.902,21307644.862
21.508,G07,108813300.743,84789597.160,0,20706471.897,20706473.894
21.508,G09,119780299.019,93335327.417,0,22793428.323,22793427.071
21.508,G13,123579250.970,96295532.019,0,23516347.061,23516347.444
21.508,G20,125154053.628,97522624.959,0,23816023.024,23816024.061
21.508,G27,127629170.472,99451298.464,0,24287024.525,24287023.391
21.508,G28,122667587.681,95585139.719,0,23342864.944,23342865.389
21.508,G30,107296112.734,83607378.243,0,20417766.313,20417765.072
21.517,G05,111949060.747,87233046.144,0,21303191.643,21303192.566
21.517,G07,108847378.610,84816151.344,0,20712956.708,20712958.691
21.517,G09,119874387.504,93408643.068,0,22811332.953,22811331.437
21.517,G13,123479564.886,96217854.581,0,23497377.292,23497377.789
21.517,G20,125061558.066,97450550.529,0,23798421.201,23798422.657
21.517,G27,127601414.809,99429670.672,0,24281742.980,24281741.545
21.517,G28,122568236.092,95507722.925,0,23323958.942,23323959.398
21.517,G30,107264223.522,83582529.513,0,20411698.106,20411696.762
21.525,G05,111926252.498,87215273.487,0,21298851.364,21298852.277
21.525,G07,108881869.624,84843027.454,0,20719520.227,20719522.065
21.525,G09,119968677.856,93482116.054,0,22829275.547,22829274.181
21.525,G13,123380000.961,96140272.345,0,23478430.857,23478431.475
21.525,G20,124969384.007,97378726.590,0,23780880.680,23780882.493
21.525,G27,127574223.175,99408482.384,0,24276568.577,24276567.631
21.525,G28,122469092.036,95430467.828,0,23305092.519,23305092.781
21.525,G30,107232808.226,83558050.077,0,20405719.993,20405718.595
21.533,G05,111904037.422,87197963.038,0,21294623.990,21294624.876
21.533,G07,108916776.246,84870227.417,0,20726162.813,20726164.586
21.533,G09,120063172.901,93555748.533,0,22847257.274,22847255.960
21.533,G13,123280564.715,96062789.596,0,23459508.481,23459509.363
21.533,G20,124877537.891,97307158.215,0,23763403.264,23763404.836
21.533,G27,127547600.860,99387737.737,0,24271502.331,24271501.335
21.533,G28,122370161.849,95353379.401,0,23286266.547,23286267.028
21.533,G30,107201871.110,83533943.234,0,20399832.886,20399831.451
21.542,G05,111882414.134,87181113.728,0,21290509.194,21290510.072
21.542,G07,108952094.857,84897748.414,0,20732883.660,20732885.488
21.542,G09,120157868.818,93629537.523,0,22865277.314,22865276.042
21.542,G13,123181254.982,95985405.417,0,23440610.207,23440611.337
21.542,G20,124786020.169,97235845.743,0,23745988.069,23745989.497
21.542,G27,127521546.628,99367435.770,0,24266544.345,24266543.439
21.542,G28,122271445.288,95276457.429,0,23267481.492,23267481.879
21.542,G30,107171409.898,83510207.235,0,20394036.229,20394034.857
21.550,G05,111861382.967,87164725.807,0,21286507.051,21286507.968
21.550,G07,108987822.755,84925588.334,0,20739682.438,20739684.246
21.550,G09,120252763.175,93703481.151,0,22883335.233,22883333.897
21.550,G13,123082071.752,95908119.835,0,23421736.660,23421737.235
21.550,G20,124694831.933,97164790.003,0,23728636.225,23728637.203
21.550,G27,127496060.604,99347576.509,0,24261694.709,24261693.449
21.550,G28,122172943.932,95199703.147,0,23248737.145,23248737.700
21.550,G30,107141423.672,83486841.359,0,20388330.074,20388328.609
21.558,G05,111840946.869,87148801.581,0,21282618.100,21282619.114
21.558,G07,109023962.813,84953749.420,0,20746559.823,20746561.369
21.558,G09,120347858.338,93777581.250,0,22901431.196,22901429.846
21.558,G13,122983020.034,95830936.719,0,23402887.877,23402888.368
21.558,G20,124603979.807,97093996.143,0,23711346.978,23711348.659
21.558,G27,127471147.605,99328163.814,0,24256954.290,24256952.116
21.558,G28,122074663.999,95123121.414,0,23230035.249,23230035.680
21.558,G30,107111916.214,83463848.537,0,20382715.000,20382713.532
21.567,G05,111821104.704,87133340.165,0,21278842.257,21278843.335
21.567,G07,109060510.521,84982228.154,0,20753514.590,20753516.059
21.567,G09,120443150.152,93851834.594,0,22919564.735,22919563.322
21.567,G13,122884098.162,95753854.754,0,23384063.300,23384064.191
21.567,G20,124513463.074,97023463.641,0,23694122.015,23694123.684
21.567,G27,127446805.972,99309196.298,0,24252322.137,24252320.563
21.567,G28,121976605.158,95046711.962,0,23211375.234,23211375.632
21.567,G30,107082884.872,83441226.709,0,20377190.427,20377189.034
21.575,G05,111801859.216,87118343.677,0,21275179.962,21275181.088
21.575,G07,109097466.388,85011024.935,0,20760546.989,20760548.432
21.575,G09,120538639.043,93926241.496,0,22937735.592,22937733.981
21.575,G13,122785309.295,95676876.470,0,23365264.386,23365265.194
21.575,G20,124423285.992,96953195.811,0,23676962.091,23676963.568
21.575,G27,127423038.526,99290676.207,0,24247799.296,24247798.131
21.575,G28,121878771.478,94970477.956,0,23192757.913,23192758.359
21.575,G30,107054331.503,83418977.332,0,20371756.863,20371755.490
21.583,G05,111783210.673,87103812.345,0,21271631.247,21271632.471
21.583,G07,109134828.855,85040138.548,0,20767656.838,20767658.202
21.583,G09,120634323.369,94000800.695,0,22955943.893,22955942.293
21.583,G13,122686654.354,95600002.562,0,23346490.771,23346491.551
21.583,G20,124333450.553,96883194.196,0,23659867.455,23659868.541
21.583,G27,127399846.312,99272604.384,0,24243385.842,24243384.788
21.583,G28,121781165.230,94894421.143,0,23174183.887,23174184.436
21.583,G30,107026256.101,83397100.403,0,20366414.347,20366412.889
21.592,G05,111765159.418,87089746.438,0,21268196.247,21268197.432
21.592,G07,109172596.577,85069567.941,0,20774843.751,20774845.071
21.592,G09,120730201.755,94075511.095,0,22974189.012,22974187.301
21.592,G13,122588134.418,95523233.796,0,23327742.917,23327743.872
21.592,G20,124243959.471,96813460.891,0,23642837.320,23642838.871
21.592,G27,127377230.205,99254981.421,0,24239081.898,24239081.472
21.592,G28,121683788.935,94818543.545,0,23155653.879,23155654.266
21.592,G30,106998658.571,83375595.838,0,20361162.660,20361161.302
21.600,G05,111747704.358,87076145.097,0,21264874.683,21264875.767
21.600,G07,109210766.136,85099310.461,0,20782107.117,20782108.413
21.600,G09,120826270.854,94150370.078,0,22992470.256,22992468.584
21.600,G13,122489749.034,95446569.900,0,23309020.918,23309021.810
21.600,G20,124154813.259,96743996.366,0,23625873.488,23625874.739
21.600,G27,127355189.232,99237806.652,0,24234887.606,24234886.965
21.600,G28,121586642.779,94742845.290,0,23137167.431,23137167.866
21.600,G30,106971537.074,83354462.203,0,20356001.572,20356000.264
21.608,G05,111730850.912,87063012.541,0,21261667.716,21261668.603
21.608,G07,109249340.462,85129368.374,0,20789447.643,20789448.804
21.608,G09,120922533.776,94225380.132,0,23010788.417,23010786.981
21.608,G13,122391504.150,95370015.502,0,23290325.277,23290326.323
21.608,G20,124066018.926,96674805.964,0,23608976.188,23608977.662
21.608,G27,127333728.996,99221084.394,0,24230803.677,24230803.217
21.608,G28,121489733.736,94667331.779,0,23118726.245,23118726.629
21.608,G30,106944896.114,83333703.024,0,20350931.946,20350930.682
21.617,G05,111714596.091,87050346.457,0,21258574.529,21258575.443
21.617,G07,109288314.928,85159738.094,0,20796864.193,20796865.375
21.617,G09,121018985.755,94300537.486,0,23029142.587,23029141.105
21.617,G13,122293396.927,95293568.346,0,23271656.284,23271657.103
21.617,G20,123977574.676,96605888.387,0,23592145.636,23592147.435
21.617,G27,127312846.976,99204812.666,0,24226830.054,24226829.483
21.617,G28,121393060.915,94592002.333,0,23100330.010,23100330.456
21.617,G30,106918732.361,83313315.694,0,20345953.098,20345951.891
21.625,G05,111698943.260,87038149.448,0,21255595.902,21255596.880
21.625,G07,109327691.518,85190421.147,0,20804357.277,20804358.538
21.625,G08,129752076.146,101105530.939,0,24691004.281,24691001.799
21.625,G09,121115628.986,94375843.872,0,23047533.390,23047531.528
21.625,G13,122195432.504,95217232.492,0,23253014.434,23253015.052
21.625,G20,123889487.458,96537249.018,0,23575383.316,23575384.983
21.625,G27,127292547.702,99188995.048,0,24222967.207,24222966.327
21.625,G28,121296630.309,94516861.655,0,23081979.882,23081980.257
21.625,G30,106893049.339,83293302.955,0,20341065.798,20341064.587
21.633,G05,111683893.611,87026422.456,0,21252732.021,21252733.075
21.633,G07,109367468.664,85221416.323,0,20811926.692,20811927.960
21.633,G08,129684567.663,101052926.972,0,24678157.252,24678155.933
21.633,G09,121212461.773,94451297.944,0,23065960.304,23065958.337
21.633,G13,122097611.994,95141008.742,0,23234399.739,23234400.368
21.633,G20,123801759.118,96468889.307,0,23558689.664,23558691.091
21.633,G27,127272831.837,99173632.069,0,24219215.708,24219214.647
21.633,G28,121200443.875,94441911.224,0,23063676.221,23063676.551
21.633,G30,106867846.853,83273664.664,0,20336269.896,20336268.737
21.642,G05,111669440.370,87015160.190,0,21249981.676,21249982.780
21.642,G07,109407637.595,85252716.789,0,20819570.616,20819571.896
21.642,G08,129617427.697,101000610.169,0,24665381.176,24665379.622
21.642,G09,121309475.540,94526893.038,0,23084421.299,23084419.414
21.642,G13,121999929.212,95064892.333,0,23215811.480,23215811.971
21.642,G20,123714384.932,96400805.555,0,23542063.008,23542064.128
21.642,G27,127253693.077,99158718.773,0,24215573.523,24215572.538
21.642,G28,121104496.631,94367147.193,0,23045418.378,23045418.315
21.642,G30,106843117.579,83254395.112,0,20331564.090,20331562.942
21.650,G05,111655595.141,87004371.697,0,21247347.130,21247348.138
21.650,G07,109448208.699,85284330.636,0,20827290.956,20827292.397
21.650,G08,129550670.327,100948591.423,0,24652676.652,24652675.962
21.650,G09,121406680.526,94602637.163,0,23102918.681,23102916.860
21.650,G13,121902397.038,94988893.261,0,23197251.600,23197252.274
21.650,G20,123627378.584,96333008.400,0,23525505.839,23525507.335
21.650,G27,127235143.928,99144264.866,0,24212043.418,24212042.710
21.650,G28,121008802.682,94292580.526,0,23027208.208,23027208.189
21.650,G30,106818873.236,83235503.432,0,20326950.595,20326949.433
21.658,G05,111642352.502,86994052.761,0,21244827.247,21244828.142
21.658,G07,109489174.210,85316251.809,0,20835086.448,20835087.910
21.658,G08,129484291.370,100896867.608,0,24640045.717,24640043.908
21.658,G09,121504069.145,94678524.356,0,23121451.192,23121449.506
21.658,G13,121805010.497,94913007.684,0,23178719.239,23178720.119
21.658,G20,123540736.669,96265495.238,0,23509018.160,23509019.867
21.658,G27,127217179.004,99130266.240,0,24208624.971,24208624.248
21.658,G28,120913358.288,94218208.320,0,23009045.534,23009045.790
21.658,G30,106795107.542,83216984.730,0,20322428.146,20322426.954
21.667,G05,111629713.780,86984204.415,0,21242422.135,21242423.079
21.667,G07,109530533.611,85348479.913,0,20842956.850,20842958.414
21.667,G08,129418294.663,100845441.675,0,24627486.872,24627484.736
21.667,G09,121601640.627,94754554.037,0,23140018.593,23140016.902
21.667,G13,121707771.679,94837237.213,0,23160215.331,23160216.092
21.667,G20,123454462.125,96198268.341,0,23492600.826,23492602.397
21.667,G27,127199799.774,99116724.012,0,24205317.828,24205316.817
21.667,G28,120818166.450,94144032.937,0,22990931.255,22990931.308
21.667,G30,106771821.056,83198839.427,0,20317996.870,20317995.671
21.675,G05,111617678.553,86974826.315,0,21240131.953,21240132.863
21.675,G07,109572284.426,85381013.010,0,20850901.795,20850903.395
21.675,G08,129352681.824,100794314.789,0,24615001.035,24614999.099
21.675,G09,121699392.844,94830724.576,0,23158620.025,23158618.542
21.675,G13,121610681.139,94761582.308,0,23141740.043,23141740.329
21.675,G20,123368556.607,96131328.984,0,23476253.581,23476255.162
21.675,G27,127183006.293,99103638.184,0,24202122.334,24202120.784
21.675,G28,120723229.138,94070055.869,0,22972865.147,22972865.345
21.675,G30,106749013.031,83181066.955,0,20313656.674,20313655.460
21.683,G05,111606250.177,86965921.086,0,21237957.205,21237958.122
21.683,G07,109614428.184,85413852.304,0,20858921.471,20858923.145
21.683,G08,129287458.204,100743491.238,0,24602589.489,24602587.748
21.683,G09,121797327.205,94907037.012,0,23177256.325,23177254.760
21.683,G13,121513743.024,94686046.148,0,23123292.845,23123293.643
21.683,G20,123283025.204,96064681.167,0,23459977.321,23459978.899
21.683,G27,127166802.084,99091011.526,0,24199038.401,24199036.917
21.683,G28,120628550.840,93996280.610,0,22954848.040,22954848.628
21.683,G30,106726686.183,83163669.418,0,20309408.033,20309406.790
21.692,G05,111595425.881,86957486.568,0,21235897.371,21235898.303
21.692,G07,109656960.261,85446994.179,0,20867015.017,20867016.820
21.692,G08,129222623.359,100692970.583,0,24590251.638,24590250.200
21.692,G09,121895439.377,94983488.004,0,23195926.659,23195924.785
21.692,G13,121416955.644,94610627.441,0,23104874.872,23104875.658
21.692,G20,123197867.431,95998324.475,0,23443772.255,23443773.985
21.692,G27,127151185.049,99078842.414,0,24196066.595,24196065.201
21.692,G28,120534130.969,93922706.736,0,22936880.785,22936881.177
21.692,G30,106704837.450,83146644.437,0,20305250.381,20305249.055
21.700,G05,111585210.282,86949526.363,0,21233953.408,21233954.303
21.700,G07,109699883.793,85480441.086,0,20875183.093,20875184.950
21.700,G08,129158184.005,100642758.159,0,24577989.656,24577987.537
21.700,G09,121993732.194,95060079.751,0,23214631.077,23214629.250
21.700,G13,121320324.427,94535330.409,0,23086486.484,23086487.349
21.700,G20,123113089.873,95932264.056,0,23427639.084,23427641.500
21.700,G27,127136160.179,99067134.682,0,24193207.172,24193205.944
21.700,G28,120439976.477,93849339.621,0,22918963.801,22918964.179
21.700,G30,106683471.085,83129995.352,0,20301184.505,20301183.111
21.708,G05,111575599.976,86942037.801,0,21232124.533,21232125.505
21.708,G07,109743193.338,85514188.787,0,20883424.649,20883426.506
21.708,G08,129094138.966,100592852.918,0,24565801.935,24565800.237
21.708,G09,122092200.578,95136808.309,0,23233368.852,23233367.220
21.708,G13,121223846.918,94460153.166,0,23068127.350,23068128.242
21.708,G20,123028691.468,95866499.094,0,23411579.082,23411581.012
21.708,G27,127121724.311,99055885.999,0,24190460.602,24190458.830
21.708,G28,120346085.976,93776178.203,0,22901096.609,22901097.369
21.708,G30,106662583.185,83113719.087,0,20297209.629,20297208.276
21.717,G05,111566599.181,86935024.208,0,21230411.711,21230412.740
21.717,G07,109786891.357,85548239.191,0,20891740.182,20891741.957
21.717,G08,129030494.651,100543259.999,0,24553691.036,24553688.883
21.717,G09,122190846.935,95213675.528,0,23252140.841,23252139.051
21.717,G13,121127528.339,94385099.790,0,23049798.534,23049799.360
21.717,G20,122944678.274,95801034.279,0,23395592.127,23395593.607
21.717,G27,127107882.094,99045099.871,0,24187826.901,24187824.899
21.717,G28,120252465.741,93703227.418,0,22883281.511,22883281.906
21.717,G30,106642177.477,83097818.554,0,20293326.480,20293325.151
21.725,G05,111558204.546,86928482.934,0,21228814.273,21228815.324
21.725,G07,109830972.475,85582588.109,0,20900128.546,20900130.332
21.725,G08,128967249.595,100493978.152,0,24541655.776,24541653.642
21.725,G09,122289666.152,95290677.484,0,23270945.353,23270944.032
21.725,G13,121031366.288,94310168.347,0,23031499.342,23031500.348
21.725,G20,122861048.510,95735868.255,0,23379678.025,23379679.332
21.725,G27,127094630.370,99034773.829,0,24185304.955,24185303.102
21.725,G28,120159114.294,93630486.036,0,22865517.094,22865517.811
21.725,G30,106622250.049,83082290.672,0,20289534.336,20289533.046
21.733,G05,111550419.128,86922416.369,0,21227332.725,21227333.850
21.733,G07,109875438.117,85617236.660,0,20908590.114,20908591.898
21.733,G08,128904408.854,100445011.414,0,24529697.492,24529695.452
21.733,G09,122388659.358,95367814.975,0,23289783.108,23289781.825
21.733,G13,120935364.521,94235361.811,0,23013230.677,23013231.719
21.733,G20,122777807.664,95671005.265,0,23363837.217,23363839.096
21.733,G27,127081972.346,99024910.446,0,24182896.117,24182894.384
21.733,G28,120066036.309,93557957.786,0,22847804.984,22847805.511
21.733,G30,106602803.347,83067137.381,0,20285833.656,20285832.468
21.742,G05,111543242.253,86916824.009,0,21225966.968,21225968.124
21.742,G07,109920285.685,85652182.818,0,20917124.293,20917126.124
21.742,G08,128841974.024,100396360.926,0,24517816.202,24517814.380
21.742,G09,122487824.274,95445086.284,0,23308653.971,23308652.471
21.742,G13,120839523.418,94160680.446,0,22994992.870,22994993.858
21.742,G20,122694957.014,95606446.342,0,23348071.544,23348073.023
21.742,G27,127069907.682,99015509.420,0,24180600.382,24180598.596
21.742,G28,119973233.379,93485643.830,0,22830145.025,22830145.837
21.742,G30,106583836.396,83052357.928,0,20282224.348,20282223.165
21.750,G05,111536675.903,86911707.376,0,21224717.335,21224718.548
21.750,G07,109965515.737,85687427.012,0,20925731.407,20925733.105
21.750,G08,128779949.606,100348030.219,0,24506013.037,24506011.217
21.750,G09,122587161.665,95522491.982,0,23327557.431,23327555.921
21.750,G13,120743846.566,94086127.091,0,22976786.080,22976787.046
21.750,G20,122612500.861,95542194.803,0,23332380.539,23332382.014
21.750,G27,127058439.144,99006572.883,0,24178417.500,24178416.058
21.750,G28,119880709.613,93413547.445,0,22812538.291,22812539.103
21.750,G30,106565351.158,83037953.843,0,20278706.715,20278705.559
21.758,G05,111530717.173,86907064.199,0,21223583.363,21223584.633
21.758,G07,110011123.957,85722965.877,0,20934410.559,20934412.031
21.758,G08,128718335.132,100300018.941,0,24494287.857,24494286.586
21.758,G09,122686667.030,95600028.590,0,23346492.640,23346491.162
21.758,G13,120648332.316,94011700.439,0,22958610.171,22958611.288
21.758,G20,122530438.900,95478250.438,0,23316764.787,23316766.082
21.758,G27,127047564.165,98998098.878,0,24176348.374,24176346.773
21.758,G28,119788464.721,93341668.335,0,22794984.647,22794985.644
21.758,G30,106547344.284,83023922.505,0,20275280.066,20275279.019
21.767,G05,111525370.402,86902897.885,0,21222566.036,21222567.105
21.767,G07,110057112.822,85758801.358,0,20943161.865,20943163.404
21.767,G08,128657136.803,100252331.945,0,24482642.266,24482640.688
21.767,G09,122786342.870,95677698.016,0,23365460.544,23365458.808
21.767,G13,120552985.662,93937404.355,0,22940466.148,22940467.334
21.767,G20,122448777.253,95414617.997,0,23301225.476,23301226.370
21.767,G27,127037287.202,98990090.843,0,24174392.723,24174391.417
21.767,G28,119696504.882,93270011.371,0,22777485.331,22777486.268
21.767,G30,106529819.562,83010266.885,0,20271945.201,20271944.193
21.775,G05,111520632.912,86899206.331,0,21221664.521,21221665.543
21.775,G07,110103477.813,85794929.925,0,20951984.678,20951986.297
21.775,G08,128596354.613,100204969.249,0,24471076.163,24471074.245
21.775,G09,122886184.972,95755497.013,0,23384460.075,23384458.313
21.775,G13,120457805.286,93863237.880,0,22922354.075,22922355.045
21.775,G20,122367515.306,95351297.031,0,23285761.964,23285762.825
21.775,G27,127027605.974,98982547.030,0,24172550.340,24172549.396
21.775,G28,119604829.549,93198576.092,0,22760039.969,22760040.961
21.775,G30,106512774.079,82996984.708,0,20268701.512,20268700.539
21.783,G05,111516506.292,86895990.779,0,21220879.235,21220880.250
21.783,G07,110150218.928,85831351.569,0,20960879.261,20960880.817
21.783,G08,128535991.868,100157933.378,0,24459589.729,24459587.478
21.783,G09,122986193.433,95833425.640,0,23403491.263,23403489.189
21.783,G13,120362793.971,93789203.102,0,22904273.965,22904275.094
21.783,G20,122286656.930,95288290.498,0,23270374.866,23270375.993
21.783,G27,127018522.362,98975468.905,0,24170821.522,24170820.706
21.783,G28,119513442.310,93127365.280,0,22742649.485,22742650.643
21.783,G30,106496208.941,82984076.823,0,20265549.313,20265548.286
21.792,G05,111512992.913,86893253.076,0,21220210.584,21220211.670
21.792,G07,110197336.216,85868066.346,0,20969845.347,20969846.832
21.792,G08,128476052.545,100111227.439,0,24448183.807,24448181.458
21.792,G09,123086368.235,95911483.864,0,23422553.893,23422551.665
21.792,G13,120267954.438,93715302.201,0,22886226.480,22886227.666
21.792,G20,122206205.694,95225601.241,0,23255065.723,23255066.781
21.792,G27,127010038.302,98968857.966,0,24169207.353,24169205.939
21.792,G28,119422346.829,93056381.835,0,22725314.663,22725315.613
21.792,G30,106480125.457,82971544.257,0,20262488.732,20262487.660
21.800,G05,111510088.433,86890989.843,0,21219657.871,21219658.954
21.800,G07,110244824.730,85905070.380,0,20978882.186,20978883.524
21.800,G08,128416535.732,100064850.693,0,24436858.445,24436855.493
